NZ,Pacific/Chatham,Canonical,765,825,
FM,Pacific/Chuuk,Canonical,60,60,
CL,Pacific/Easter,Canonical,-360,-300,
VU,Pacific/Efate,Canonical,660,660,
KI,Pacific/Enderbury,Canonical,780,780,
TK,Pacific/Fakaofo,Canonical,780,780,
FJ,Pacific/Fiji,Canonical,720,780,
TV,Pacific/Funafuti,Canonical,720,720,
EC,Pacific/Galapagos,Canonical,-360,-360,
PF,Pacific/Gambier,Canonical,-540,-540,
SB,Pacific/Guadalcanal,Canonical,660,660,
GU,Pacific/Guam,Canonical,60,60,
US,Pacific/Honolulu,Canonical,-60,-60,
,Pacific/Johnston,Alias,-60,-60,Pacific/Honolulu
KI,Pacific/Kiritimati,Canonical,840,840,
FM,Pacific/Kosrae,Canonical,660,660,
MH,Pacific/Kwajalein,Canonical,720,720,
MH,Pacific/Majuro,Canonical,720,720,
PF,Pacific/Marquesas,Canonical,-510,-510,
UM,Pacific/Midway,Alias,-660,-660,Pacific/Pago_Pago
NR,Pacific/Nauru,Canonical,720,720,
NU,Pacific/Niue,Canonical,-660,-660,
NF,Pacific/Norfolk,Canonical,660,660,
NC,Pacific/Noumea,Canonical,660,660,
AS,Pacific/Pago_Pago,Canonical,-660,-660,
PW,Pacific/Palau,Canonical,540,540,
PN,Pacific/Pitcairn,Canonical,-480,-480,
FM,Pacific/Pohnpei,Canonical,660,660,
,Pacific/Ponape,Alias,660,660,Pacific/Pohnpei
PG,Pacific/Port_Moresby,Canonical,60,60,
CK,Pacific/Rarotonga,Canonical,-60,-60,
MP,Pacific/Saipan,Alias,60,60,Pacific/Guam
,Pacific/Samoa,Alias,-660,-660,Pacific/Pago_Pago
PF,Pacific/Tahiti,Canonical,-60,-60,
KI,Pacific/Tarawa,Canonical,720,720,
TO,Pacific/Tongatapu,Canonical,780,840,
,Pacific/Truk,Alias,60,60,Pacific/Chuuk
UM,Pacific/Wake,Canonical,720,720,
WF,Pacific/Wallis,Canonical,720,720,
,Pacific/Yap,Alias,60,60,Pacific/Chuuk
,Poland,Deprecated,60,120,Europe/Warsaw
,Portugal,Deprecated,0,60,Europe/Lisbon
,PRC,Deprecated,480,480,Asia/Shanghai
,PST8PDT,Deprecated,-480,-420,
,ROC,Deprecated,480,480,Asia/Taipei
,ROK,Deprecated,540,540,Asia/Seoul
,Singapore,Deprecated,480,480,Asia/Singapore
,Turkey,Deprecated,180,180,Europe/Istanbul
,UCT,Deprecated,0,0,Etc/UCT
,Universal,Deprecated,0,0,Etc/UTC
,US/Alaska,Deprecated,-540,-480,America/Anchorage
,US/Aleutian,Deprecated,-60,-540,America/Adak
,US/Arizona,Deprecated,-420,-420,America/Phoenix
,US/Central,Deprecated,-360,-300,America/Chicago
,US/Eastern,Deprecated,-300,-240,America/New_York
,US/East-Indiana,Deprecated,-300,-240,America/Indiana/Indianapolis
,US/Hawaii,Deprecated,-60,-60,Pacific/Honolulu
,US/Indiana-Starke,Deprecated,-360,-300,America/Indiana/Knox
,US/Michigan,Deprecated,-300,-240,America/Detroit
,US/Mountain,Deprecated,-420,-360,America/Denver
,US/Pacific,Deprecated,-480,-420,America/Los_Angeles
,US/Pacific-New,Deprecated,-480,-420,America/Los_Angeles
,US/Samoa,Deprecated,-660,-660,Pacific/Pago_Pago
,UTC,Alias,0,0,Etc/UTC
,WET,Deprecated,0,60,
,W-SU,Deprecated,180,180,Europe/Moscow
,Zulu,Deprecated,0,0,Etc/UTC
